Overall Qual,Gr Liv Area,Garage Cars,Garage Area,1st Flr SF,Total Bsmt SF,Lot Area,BsmtFin SF 1,Full Bath,year_since_remod,SalePrice,Log_SalePrice
7,7.688913336864796,3.0,786.0,7.228388451573604,1204.0,13837,6.910750787961936,2,18,229000,12.34148164933907
5,7.218176838403408,1.0,288.0,7.218176838403408,1008.0,14559,6.478509642208569,1,9,164900,12.013100572810686
5,7.1459844677143876,1.0,288.0,6.9440872082295275,832.0,12144,5.929589143389895,1,59,133000,11.798111925972618
8,6.9930151229329605,2.0,461.0,6.9930151229329605,1074.0,3696,0.0,1,21,170000,12.04355959836804
5,7.023758954738443,2.0,528.0,7.023758954738443,924.0,12000,4.976733742420574,1,3,147000,11.898194668458823
5,6.762729506931879,1.0,297.0,6.762729506931879,864.0,7200,6.082218910376446,1,34,119900,11.694421681264394
5,6.884486652042782,1.0,215.0,6.884486652042782,976.0,7288,5.723585101952381,1,56,102000,11.532737896139919
5,7.2196420401307355,2.0,440.0,6.641182169740591,765.0,2368,6.641182169740591,1,39,125000,11.736077016252437
7,7.632885505395133,2.0,550.0,7.632885505395133,2048.0,18559,7.095893221097532,2,30,235000,12.367345048436391
9,7.845024417241484,3.0,932.0,7.845024417241484,2552.0,13891,7.502738210754851,2,0,479069,13.079602003503023
5,7.424761761823209,2.0,672.0,7.424761761823209,1160.0,33983,7.014814351275545,1,13,196000,12.185875040240456
8,7.711996507047669,3.0,768.0,7.095064377287131,1160.0,9545,6.226536669287466,2,6,300000,12.611541086966115
7,7.484368643286131,2.0,586.0,6.858565034791365,951.0,13426,6.796823718274855,2,6,217000,12.28765724080691
5,7.436617265234227,1.0,349.0,7.436617265234227,1140.0,13673,0.0,1,45,143900,11.87688084212164
5,7.200424892944957,1.0,294.0,7.200424892944957,1029.0,7560,6.22455842927536,1,44,139000,11.842236406331555
4,6.762729506931879,2.0,576.0,6.762729506931879,864.0,7038,6.588926477533519,1,39,76500,11.245059091624615
5,7.317212408359839,1.0,240.0,6.8966943316227125,883.0,9144,5.991464547107982,1,26,145000,11.884495917930655
4,6.447305862541213,0.0,0.0,6.447305862541213,630.0,1491,5.017279836814924,1,38,75500,11.231901180182515
7,7.358830898342354,3.0,660.0,7.358830898342354,1386.0,3635,6.8966943316227125,2,2,175900,12.077676615757813
5,7.016609683894219,2.0,451.0,7.016609683894219,1114.0,9900,0.0,1,47,140000,11.849404844423074
7,7.264730177929867,2.0,480.0,7.264730177929867,1428.0,11639,0.0,2,0,182000,12.111767460549332
8,7.478169694159785,2.0,578.0,6.7650389767805414,866.0,10769,3.044522437723423,2,2,212000,12.264346270624157
7,7.517520850603031,2.0,486.0,7.086737934510577,1195.0,16770,0.0,2,12,221000,12.30592250537653
5,6.8966943316227125,1.0,276.0,6.8966943316227125,876.0,7200,6.282266746896006,1,57,119000,11.686887175419702
6,7.198931240688173,2.0,511.0,7.198931240688173,1405.0,4060,5.58724865840025,2,9,181000,12.10625783509458
5,6.816735880594968,1.0,352.0,6.816735880594968,912.0,12968,6.6039438246004725,1,46,144000,11.87757552297847
5,6.762729506931879,1.0,276.0,6.762729506931879,864.0,6360,6.194405391104672,1,45,119916,11.694555115785771
5,6.796823718274855,2.0,450.0,6.796823718274855,894.0,8724,6.20050917404269,1,39,129000,11.767575435251748
6,6.889591308354466,2.0,576.0,6.889591308354466,981.0,10530,5.645446897643238,1,36,143250,11.872353615355413
5,7.297091005160418,1.0,336.0,6.8308742346461795,550.0,2665,5.765191102784844,2,32,129500,11.771443882099637
7,7.0909098220799835,2.0,440.0,7.0909098220799835,1174.0,8800,6.484635235635252,2,41,163500,12.004574385508691
7,7.1785454837637,2.0,400.0,7.1785454837637,1310.0,8767,3.2188758248682006,2,1,164990,12.013646205940514
7,8.078067881815437,3.0,594.0,7.438383530044307,1673.0,12376,7.293697720601438,3,20,320000,12.676079399771027
5,7.1316985104669115,2.0,552.0,6.495265555937008,661.0,5362,0.0,2,4,139000,11.842236406331555
7,7.44716835960004,2.0,496.0,6.8885724595653635,980.0,10421,5.978885764901122,2,22,196500,12.188422799337028
6,7.222566018822171,1.0,300.0,6.548219102762372,672.0,6629,6.313548046277095,2,59,103600,11.548302261270587
6,6.744059186311348,2.0,420.0,6.744059186311348,848.0,4435,6.530877627725885,1,6,140000,11.849404844423074
6,7.0909098220799835,2.0,480.0,6.398594934535208,600.0,3180,5.968707559985366,2,3,165000,12.013706813470414
6,7.475905969367397,2.0,470.0,6.834108738813838,928.0,15426,6.71174039505618,2,12,231500,12.352339472153524
6,7.309212365692763,2.0,508.0,7.309212365692763,1478.0,13125,6.902742737158593,2,10,208900,12.249615734512616
9,7.541683099882111,3.0,670.0,7.541683099882111,1884.0,15401,7.198931240688173,2,4,387000,12.866182555987908
7,7.432483807917119,3.0,954.0,7.432483807917119,1689.0,9849,0.0,2,0,248328,12.42250975887691
5,7.172424577124845,1.0,264.0,6.447305862541213,630.0,1680,5.860786223465865,2,36,111750,11.624028460981638
3,6.580639137284949,1.0,287.0,6.580639137284949,0.0,6627,0.0,1,58,72500,11.19135563385109
5,6.9584483932976555,1.0,264.0,6.9584483932976555,1051.0,9759,6.684611727667927,1,40,124400,11.731265497840116
5,7.02197642307216,0.0,0.0,7.02197642307216,1120.0,8402,5.332718793265369,1,0,147000,11.898194668458823
5,6.956545443151569,1.0,266.0,6.956545443151569,1049.0,4235,6.315358001522335,2,25,139500,11.845827048676645
6,6.744059186311348,2.0,420.0,6.744059186311348,848.0,4426,6.548219102762372,1,4,141000,11.856522261533737
9,7.89989532313973,3.0,958.0,7.89989532313973,2846.0,14300,7.2254814727822945,2,6,500000,13.122365377402328
6,7.103322062526113,1.0,297.0,7.103322062526113,1215.0,12400,6.373319789577012,1,11,155000,11.951186847493476
9,7.403670290012373,3.0,885.0,7.403670290012373,1641.0,14463,7.017506142941256,2,1,316500,12.66508168011904
8,7.3098814858247865,2.0,478.0,7.3098814858247865,1494.0,9466,6.126869184114185,1,12,279700,12.541476454442867
6,7.165493475060845,2.0,452.0,7.165493475060845,1178.0,11027,6.150602768446279,2,52,149900,11.917730355182513
9,7.56164174558878,3.0,676.0,7.56164174558878,1922.0,14157,7.1308988302963465,2,1,377426,12.841132451487937
5,6.816735880594968,1.0,300.0,6.816735880594968,912.0,7791,6.437751649736401,1,14,129000,11.767575435251748
5,7.226209010100671,1.0,225.0,6.838405200847344,884.0,9260,0.0,1,58,110000,11.608244735642321
4,6.464588303689961,1.0,272.0,6.464588303689961,641.0,7030,0.0,1,56,85000,11.350418300109132
7,7.510430556378006,1.0,164.0,6.821107472256465,910.0,2500,5.703782474656201,1,4,155000,11.951186847493476
5,7.721791776817535,0.0,0.0,7.029087564149662,840.0,9045,0.0,2,60,76500,11.245059091624615
5,6.855408798609928,1.0,300.0,6.855408798609928,948.0,8978,0.0,1,39,108000,11.58989576532275
7,7.4489161025442,2.0,400.0,7.080026499922591,1156.0,13758,6.805722553416985,2,16,187500,12.141539457711714
6,7.3752557780097545,1.0,240.0,7.084226422097916,940.0,8400,5.963579343618446,1,6,140000,11.849404844423074
7,7.565793282428515,2.0,481.0,6.990256500493881,780.0,11339,6.63200177739563,2,28,192000,12.165255859329688
5,7.212294468500341,2.0,528.0,6.634633357861686,728.0,6221,6.280395838960195,2,57,140000,11.849404844423074
5,7.789454566086673,2.0,520.0,7.4770384723196965,954.0,10800,6.499787040655854,2,36,160000,11.982935344196433
8,7.358193752733032,2.0,564.0,7.358193752733032,1568.0,7180,0.0,2,4,221000,12.30592250537653
6,7.20414929203594,2.0,525.0,7.20414929203594,819.0,14375,4.718498871295094,1,51,137500,11.83138646878959
5,7.186144304522325,2.0,564.0,7.186144304522325,1164.0,11777,5.796057750765372,1,40,164500,12.010671928196443
5,6.705639094860003,1.0,100.0,6.705639094860003,816.0,3672,0.0,1,57,75200,11.227919807721856
5,6.792344427470809,1.0,308.0,6.792344427470809,890.0,8450,6.792344427470809,1,40,115000,11.652696102959753
5,7.0909098220799835,1.0,246.0,7.0909098220799835,1200.0,9600,5.968707559985366,1,59,129900,11.774527900858468
6,7.016609683894219,2.0,576.0,7.016609683894219,1114.0,13695,6.703188113240863,1,4,155000,11.951186847493476
6,7.847762537473608,2.0,506.0,7.1808311990445555,868.0,12128,6.309918278226516,2,17,209000,12.250094315624496
8,7.254884810077338,2.0,403.0,6.56244409369372,707.0,9056,0.0,2,2,178000,12.08954444723597
8,7.134890851565884,3.0,810.0,7.134890851565884,1254.0,10324,6.771935555839602,2,1,221800,12.309535862454515
7,7.652070746116482,2.0,432.0,7.112327444710911,1226.0,6300,0.0,2,1,155000,11.951186847493476
5,7.640603826393634,2.0,504.0,6.947937068614969,1040.0,11606,6.478509642208569,1,38,135000,11.813037464800539
5,7.269616749608169,1.0,308.0,6.814542897259958,910.0,8674,6.814542897259958,1,57,128250,11.761744560273572
8,7.180069874302796,2.0,471.0,7.180069874302796,1267.0,6718,5.5254529391317835,2,6,180500,12.103491596905931
5,6.9440872082295275,1.0,312.0,6.9440872082295275,1036.0,7584,6.2766434893416445,1,55,112900,11.634266607494453
8,7.608374474380783,3.0,864.0,7.608374474380783,2014.0,15676,7.458186157340487,2,29,275000,12.524530013005734
5,7.448333860897476,0.0,0.0,6.842683282238422,780.0,5687,5.351858133476067,2,8,135900,11.819681958463892
5,6.799055862058796,1.0,730.0,6.799055862058796,882.0,11622,6.150602768446279,1,49,105000,11.561725152903833
6,7.080867896690782,2.0,621.0,7.080867896690782,988.0,14175,6.655440350367647,1,52,185000,12.128116509451258
7,7.315218389752975,1.0,270.0,6.747586526829315,776.0,7200,0.0,1,8,149000,11.91170829631447
4,6.811244378601294,1.0,352.0,6.811244378601294,907.0,8593,5.666426688112432,1,51,109008,11.599185726610004
5,7.048386408721883,1.0,288.0,7.048386408721883,1078.0,9600,5.910796644040527,1,52,144000,11.87757552297847
5,6.939253946041508,1.0,230.0,6.939253946041508,1031.0,7626,6.837332814685591,1,4,145500,11.8879382384223
