Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Yr Sold,Sale Type,Sale Condition,Age,year_since_remod
1522,909250040,4.2626798770413155,RL,3.9512437185814275,9842,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,5,6,1921,1998,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,6.418364935936212,612.0,GasA,Ex,Y,SBrkr,6.898714534329988,7.385230923066573,0.0,7.86403565907245,0.0,0.0,3,1,4,0.6931471805599453,TA,8,Typ,0,,BuiltIn,1998.0,RFn,2.0,621.0,TA,TA,Y,5.214935757608986,0.0,5,2008,WD ,Normal,87,10
1523,909250230,4.51085950651685,RL,4.174387269895637,7804,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2.5Unf,6,7,1930,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,5.641907070938114,Rec,6.522092798170152,0.0,960.0,GasA,Ex,Y,SBrkr,6.8679744089702925,6.8679744089702925,0.0,7.560601162768557,2.0,0.0,2,2,4,1.0986122886681098,TA,10,Typ,2,Gd,Detchd,1930.0,Unf,2.0,480.0,TA,TA,Y,5.517452896464707,0.0,7,2008,WD ,Abnorml,78,58
1524,909251080,4.2626798770413155,RL,4.204692619390966,8969,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,5.940171252720432,Unf,0.0,5.583496308781699,644.0,GasA,Ex,Y,SBrkr,6.511745329644728,6.4692503167957724,0.0,7.183111701743281,1.0,0.0,1,0,2,0.6931471805599453,TA,6,Typ,1,Gd,Detchd,2001.0,Unf,1.0,369.0,TA,TA,P,0.0,0.0,7,2008,WD ,Normal,82,58
1525,909251090,4.2626798770413155,RL,4.382026634673881,11526,Pave,IR1,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,1922,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Ex,TA,No,Unf,0.0,Unf,0.0,6.3784261836515865,588.0,GasA,Fa,Y,SBrkr,7.261225091971921,6.618738983517219,5.953243334287785,7.846198815497425,0.0,0.0,2,0,3,0.6931471805599453,TA,11,Min1,1,Gd,Detchd,1993.0,Fin,2.0,672.0,TA,TA,Y,6.068425588244111,0.0,9,2008,WD ,Normal,86,14
1526,909252110,4.2626798770413155,RL,4.1588830833596715,15576,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1915,1976,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,6.734591659972948,840.0,GasA,Ex,Y,SBrkr,6.734591659972948,6.734591659972948,0.0,7.427144133408616,0.0,0.0,2,0,4,0.6931471805599453,TA,8,Typ,0,,Attchd,1960.0,Unf,1.0,308.0,TA,TA,Y,0.0,0.0,3,2008,WD ,Normal,93,32
1527,909252220,3.9318256327243257,RL,4.1588830833596715,15564,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,6.517671272912275,676.0,GasA,Ex,Y,SBrkr,6.517671272912275,6.3784261836515865,0.0,7.142827401161621,0.0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,,Detchd,1994.0,Unf,2.0,400.0,TA,TA,Y,6.052089168924417,0.0,1,2008,WD ,Normal,94,13
1528,909253190,3.4339872044851463,RL,3.970291913552122,6292,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Rec,5.953243334287785,Unf,0.0,5.953243334287785,768.0,GasA,TA,N,SBrkr,6.673297967767654,0.0,0.0,6.673297967767654,0.0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,,Detchd,1925.0,Unf,1.0,160.0,Fa,TA,Y,0.0,4.955827057601261,4,2008,WD ,Normal,78,58
1529,909254050,4.2626798770413155,RL,4.007333185232471,7609,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,8,9,1925,1997,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,Gd,PConc,Fa,TA,No,ALQ,6.008813185442595,Unf,0.0,5.973809611869261,798.0,GasA,Ex,Y,SBrkr,6.683360945766275,6.5722825426940075,0.0,7.321849713788356,1.0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,180.0,TA,TA,P,4.454347296253507,2.833213344056216,6,2008,WD ,Normal,83,11
1530,909256060,3.9318256327243257,RL,3.9512437185814275,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.970730078143525,1064.0,GasA,Ex,Y,FuseA,7.062191632286556,0.0,6.161207321695077,7.402451520818244,0.0,0.0,1,0,3,0.6931471805599453,TA,6,Maj2,0,,Detchd,1936.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,3,2008,WD ,Normal,72,58
1531,909275040,4.2626798770413155,RL,,9650,Pave,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,3,1923,1950,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.665683717782408,784.0,GasA,TA,Y,SBrkr,6.709304340258298,6.665683717782408,0.0,7.38025578842646,0.0,0.0,1,0,4,0.6931471805599453,TA,7,Typ,1,Gd,Attchd,1980.0,Unf,2.0,599.0,TA,TA,Y,0.0,5.384495062789089,6,2008,WD ,Normal,85,58
1532,909275050,4.2626798770413155,RL,4.110873864173311,7200,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,TA,Fa,BrkTil,Gd,TA,No,Unf,0.0,Unf,0.0,6.655440350367647,776.0,GasA,TA,Y,SBrkr,6.747586526829315,6.480044561926653,0.0,7.315218389752975,0.0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,1,Gd,Attchd,1931.0,RFn,1.0,270.0,TA,TA,P,0.0,0.0,2,2008,WD ,Normal,77,8
1533,909276170,4.2626798770413155,RL,4.31748811353631,11988,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,5.7899601708972535,Unf,0.0,5.966146739123692,715.0,GasA,Fa,Y,FuseA,6.745236349484363,6.699500340161678,0.0,7.415175109613295,0.0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,8,2008,WD ,Normal,74,13
1534,909277040,3.9318256327243257,RL,,11700,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.408528791059498,Unf,0.0,5.820082930352362,942.0,GasA,Ex,Y,SBrkr,7.143617602704121,6.513230110912307,0.0,7.569927655242652,0.0,0.0,2,0,4,0.6931471805599453,Gd,7,Min2,1,Gd,Detchd,1937.0,Unf,1.0,240.0,TA,TA,Y,0.0,3.713572066704308,7,2008,WD ,Normal,71,13
1535,909277070,3.9318256327243257,RL,,9260,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.785587645007929,884.0,GasA,TA,Y,FuseF,6.838405200847344,6.093569770045136,0.0,7.226209010100671,0.0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,,Detchd,1938.0,Unf,1.0,225.0,TA,TA,Y,4.174387269895637,0.0,3,2008,WD ,Normal,70,58
1536,909281030,3.044522437723423,RL,4.382026634673881,7801,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951,1951,Hip,CompShg,WdShing,Plywood,BrkFace,4.48863636973214,TA,Fa,PConc,TA,TA,No,Rec,6.2166061010848646,Unf,0.0,6.3835066348840055,1091.0,GasA,Fa,N,FuseA,6.9957661563048505,0.0,0.0,6.9957661563048505,0.0,0.6931471805599453,1,0,2,0.6931471805599453,TA,5,Typ,1,TA,Attchd,1951.0,Fin,1.0,344.0,TA,TA,Y,4.204692619390966,4.663439094112067,5,2008,WD ,Normal,57,57
1537,909281110,4.2626798770413155,RL,4.61512051684126,9670,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935,1950,Gable,CompShg,BrkFace,Stucco,Stone,3.713572066704308,TA,TA,PConc,TA,Fa,No,LwQ,5.351858133476067,Unf,0.0,5.988961416889864,608.0,GasA,TA,Y,SBrkr,6.891625897052253,6.792344427470809,0.0,7.535830462798367,0.0,0.0,1,1,4,0.6931471805599453,TA,9,Typ,2,Gd,Detchd,1935.0,Fin,2.0,786.0,Fa,TA,Y,0.0,0.0,6,2008,WD ,Alloca,73,58
1538,909282030,3.9318256327243257,RL,,14100,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,6.450470422144176,TA,Gd,CBlock,TA,TA,Mn,Rec,5.262690188904886,Unf,0.0,6.285998094508865,728.0,GasA,Ex,Y,SBrkr,7.585281078639126,7.299797366758161,0.0,8.145549631783584,0.0,0.0,3,1,4,0.6931471805599453,Gd,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3.0,1014.0,TA,TA,Y,5.752572638825633,2.5649493574615367,5,2008,WD ,Normal,73,11
1539,909425010,3.9318256327243257,RL,,15660,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.746203190540153,Gd,Gd,CBlock,TA,TA,No,BLQ,5.834810737062605,Unf,0.0,6.126869184114185,798.0,GasA,Ex,Y,SBrkr,7.037027614686276,6.706862336602747,0.0,7.578145472419466,0.0,0.6931471805599453,1,1,3,0.6931471805599453,Gd,8,Typ,2,TA,Attchd,1939.0,Unf,2.0,431.0,TA,TA,Y,0.0,4.787491742782046,5,2008,WD ,Normal,69,2
1540,909425085,3.9318256327243257,RL,4.2626798770413155,12392,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1950,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,6.077642243349034,Unf,0.0,5.986452005284438,832.0,GasA,Ex,Y,SBrkr,7.105786129481271,6.8501261661455,0.0,7.6787889981991535,1.0,0.0,2,1,3,0.6931471805599453,Gd,8,Typ,2,TA,Attchd,1994.0,Fin,2.0,506.0,TA,TA,Y,0.0,4.574710978503383,4,2008,WD ,Normal,58,8
1541,909428170,3.044522437723423,RL,4.04305126783455,26073,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,7.018401799069201,Unf,0.0,6.663132695990803,1898.0,GasA,Ex,Y,FuseA,7.549082710812286,0.0,0.0,7.549082710812286,0.0,0.0,2,1,3,0.6931471805599453,TA,7,Typ,2,TA,Attchd,1956.0,Unf,2.0,484.0,TA,TA,Y,0.0,3.9512437185814275,4,2008,WD ,Normal,52,52
1542,909428190,3.044522437723423,RL,,14778,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,4.290459441148391,Gd,TA,CBlock,TA,TA,No,BLQ,6.591673732008658,Unf,0.0,6.343880434126331,1296.0,GasA,Ex,Y,SBrkr,7.403061091090091,0.0,0.0,7.403061091090091,1.0,0.0,1,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Detchd,1993.0,Unf,2.0,924.0,TA,TA,Y,4.6913478822291435,0.0,11,2008,WD ,Normal,54,2
1543,909451020,5.081404364984463,RM,3.2188758248682006,1879,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,GLQ,5.905361848054571,Unf,0.0,5.017279836814924,516.0,GasA,TA,Y,SBrkr,6.248042874508429,6.248042874508429,0.0,6.940222469119639,0.0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,1,TA,Detchd,1980.0,Unf,2.0,462.0,TA,TA,Y,5.365976015021851,0.0,12,2008,WD ,Normal,28,28
1544,909451150,5.081404364984463,RM,3.2188758248682006,1950,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,4.406719247264253,GLQ,6.418364935936212,3.1780538303479458,716.0,GasA,TA,Y,SBrkr,6.57507584059962,6.734591659972948,0.0,7.350516171833998,1.0,0.0,2,1,3,0.6931471805599453,TA,6,Typ,1,TA,Attchd,1980.0,Fin,2.0,452.0,TA,TA,Y,5.087596335232384,0.0,7,2008,COD,Normal,28,28
1545,910200080,3.4339872044851463,RM,3.9318256327243257,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1926,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,5.703782474656201,GLQ,3.713572066704308,6.320768294250582,894.0,GasA,TA,Y,SBrkr,6.824373670043086,0.0,0.0,6.824373670043086,1.0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,,Detchd,1926.0,Unf,1.0,195.0,TA,TA,P,0.0,0.0,7,2008,WD ,Normal,82,10
1546,910201130,3.9318256327243257,RM,4.110873864173311,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,8,1940,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,6.580639137284949,720.0,GasA,Gd,Y,SBrkr,6.634633357861686,5.802118375377063,0.0,6.994849985833071,0.0,0.0,1,0,3,0.6931471805599453,TA,5,Typ,0,,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0.0,0.0,7,2008,WD ,Normal,68,2
1547,910202050,3.4339872044851463,RM,3.713572066704308,3636,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,6.680854678790215,796.0,GasA,Fa,N,SBrkr,6.680854678790215,0.0,0.0,6.680854678790215,0.0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,,,,,0.0,0.0,,,N,0.0,0.0,1,2008,WD ,Normal,86,58
1548,910202100,3.4339872044851463,RM,,5890,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,6.289715570908998,Unf,0.0,5.631211781821365,816.0,GasA,Ex,Y,SBrkr,6.705639094860003,0.0,0.0,6.705639094860003,0.0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,,Detchd,2002.0,Unf,1.0,432.0,TA,TA,Y,0.0,0.0,6,2008,WD ,Normal,78,1
1549,910203020,3.4339872044851463,RM,4.276666119016055,6900,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.0014148779611505,Rec,4.836281906951478,5.3612921657094255,740.0,GasA,Ex,Y,SBrkr,6.658011045870748,0.0,0.0,6.658011045870748,0.0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,1,Gd,Detchd,1966.0,Fin,1.0,924.0,Ex,Ex,Y,0.0,3.258096538021482,2,2008,WD ,Normal,68,53
1550,910203090,3.9318256327243257,RM,4.07753744390572,8155,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,6.660575149839686,780.0,GasA,Gd,Y,FuseA,6.660575149839686,6.042632833682381,0.0,7.0909098220799835,0.0,0.0,1,0,4,0.6931471805599453,TA,7,Typ,0,,,,,0.0,0.0,,,Y,0.0,0.0,7,2008,WD ,Normal,78,58
1551,910205010,4.394449154672439,RM,4.330733340286331,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Hip,CompShg,HdBoard,Plywood,None,0.0,Fa,TA,CBlock,Gd,TA,Mn,Rec,5.552959584921617,Unf,0.0,5.908082938168931,624.0,GasA,Ex,Y,SBrkr,6.996681488176539,6.336825731146441,0.0,7.4127640174265625,0.0,0.0,1,1,3,0.6931471805599453,TA,7,Mod,1,Po,Attchd,1967.0,Unf,1.0,288.0,TA,TA,Y,0.0,5.198497031265826,7,2008,WD ,Normal,41,41
1552,910206110,3.4339872044851463,RM,4.110873864173311,7392,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.255750041753367,520.0,GasA,TA,Y,FuseA,6.816735880594968,0.0,0.0,6.816735880594968,0.0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,,Detchd,1934.0,RFn,1.0,360.0,TA,TA,Y,0.0,4.51085950651685,5,2008,WD ,Normal,78,13
1553,910226040,3.9318256327243257,RM,4.330733340286331,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,WdShing,Wd Shng,BrkFace,5.093750200806762,TA,TA,CBlock,TA,TA,No,ALQ,5.802118375377063,Unf,0.0,6.71174039505618,1151.0,GasA,Gd,Y,FuseA,7.049254841255837,6.690842277418564,0.0,7.578656850594762,0.0,0.0,2,0,4,0.6931471805599453,TA,7,Typ,0,,Attchd,1958.0,Fin,1.0,356.0,TA,TA,Y,0.0,0.0,1,2008,WD ,Normal,50,50
1554,910251050,3.044522437723423,A (agr),4.394449154672439,14584,Pave,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1,5,1952,1952,Gable,CompShg,AsbShng,VinylSd,None,0.0,Fa,Po,Slab,,,,,0.0,,0.0,0.0,0.0,Wall,Po,N,FuseA,6.598509028614515,0.0,0.0,6.598509028614515,0.0,0.0,1,0,2,0.6931471805599453,Fa,4,Sal,0,,Attchd,1952.0,Unf,2.0,487.0,Fa,Po,N,0.0,0.0,2,2008,WD ,Abnorml,56,56
1555,911102090,4.2626798770413155,C (all),4.110873864173311,5280,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,Po,Fa,No,Unf,0.0,Unf,0.0,5.159055299214529,173.0,GasA,Ex,N,SBrkr,6.716594773520978,6.285998094508865,0.0,7.216709486709457,0.0,0.0,1,0,2,0.6931471805599453,TA,6,Typ,0,,Detchd,1895.0,Unf,1.0,185.0,Fa,TA,Y,0.0,4.820281565605037,7,2008,WD ,Normal,113,58
1556,911102170,4.2626798770413155,C (all),3.9318256327243257,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.476972362889683,649.0,GasA,TA,N,SBrkr,6.476972362889683,6.505784060128229,0.0,7.183870715062453,0.0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,,Detchd,1920.0,Unf,1.0,250.0,TA,Fa,N,0.0,4.007333185232471,7,2008,WD ,Normal,88,58
1557,911102180,3.9318256327243257,C (all),3.970291913552122,5150,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Po,TA,No,Unf,0.0,Unf,0.0,5.877735781779639,356.0,GasA,TA,N,FuseA,6.51025834052315,5.937536205082426,0.0,6.956545443151569,0.0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,,Detchd,1910.0,Unf,1.0,195.0,Po,Fa,N,0.0,0.0,5,2008,WD ,Normal,98,8
1558,911226010,3.4339872044851463,C (all),4.795790545596741,18000,Grvl,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.796823718274855,894.0,GasA,TA,Y,SBrkr,6.796823718274855,0.0,0.0,6.796823718274855,0.0,0.0,1,0,2,0.6931471805599453,TA,6,Typ,0,,Detchd,1994.0,RFn,3.0,1248.0,TA,TA,Y,0.0,3.044522437723423,8,2008,ConLD,Normal,73,58
1559,911226030,4.2626798770413155,C (all),4.110873864173311,9000,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Stone,Fa,Fa,Mn,Unf,0.0,Unf,0.0,6.385194398997726,592.0,GasA,Ex,Y,SBrkr,6.07073772800249,6.07073772800249,0.0,6.762729506931879,0.0,0.0,1,1,3,0.6931471805599453,Fa,5,Min2,0,,Detchd,1920.0,Unf,1.0,216.0,Fa,Fa,N,0.0,3.4339872044851463,6,2008,WD ,Normal,88,58
1560,911370410,4.795790545596741,RM,4.174387269895637,5587,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,5.231108616854587,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.300472814267799,Unf,0.0,4.795790545596741,1600.0,GasA,Ex,Y,SBrkr,7.410347097821024,0.0,0.0,7.410347097821024,1.0,0.6931471805599453,2,0,2,0.6931471805599453,Gd,5,Typ,1,Gd,Attchd,2008.0,Fin,2.0,482.0,TA,TA,Y,5.093750200806762,3.9889840465642745,11,2008,New,Partial,0,0
1561,911370490,4.795790545596741,RM,3.8066624897703196,3843,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,5.231108616854587,Ex,TA,PConc,Ex,TA,Gd,GLQ,7.29776828253138,Unf,0.0,4.795790545596741,1596.0,GasA,Ex,Y,SBrkr,7.407924322559599,0.0,0.0,7.407924322559599,1.0,0.6931471805599453,2,0,2,0.6931471805599453,Ex,5,Typ,1,Gd,Attchd,2007.0,Fin,2.0,525.0,TA,TA,Y,5.093750200806762,3.9889840465642745,8,2008,New,Partial,1,0
1562,911370520,4.795790545596741,RM,3.8066624897703196,3811,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,5.1647859739235145,Gd,TA,PConc,Ex,TA,Gd,GLQ,7.29641326877392,Unf,0.0,4.795790545596741,1594.0,GasA,Ex,Y,SBrkr,7.4067107301776405,0.0,0.0,7.4067107301776405,1.0,0.6931471805599453,2,0,2,0.6931471805599453,Ex,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,482.0,TA,TA,Y,4.859812404361672,3.9889840465642745,7,2008,WD ,Normal,4,3
1563,911370540,4.795790545596741,RM,3.8066624897703196,3842,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,5.1647859739235145,Gd,TA,PConc,Ex,TA,Gd,GLQ,7.2254814727822945,Unf,0.0,5.402677381872279,1594.0,GasA,Ex,Y,SBrkr,7.4067107301776405,0.0,0.0,7.4067107301776405,1.0,0.6931471805599453,2,0,2,0.6931471805599453,Gd,5,Typ,1,Gd,Attchd,2004.0,Fin,2.0,482.0,TA,TA,Y,4.859812404361672,3.9889840465642745,1,2008,WD ,Normal,4,3
1564,914453045,3.044522437723423,RL,,23730,Pave,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,6.505784060128229,Gd,TA,PConc,Ex,TA,Mn,GLQ,6.55250788703459,Unf,0.0,7.039660349862076,1840.0,GasA,Ex,Y,SBrkr,7.617267813628347,0.0,0.0,7.617267813628347,1.0,0.0,3,0,3,0.6931471805599453,Gd,7,Typ,0,,Attchd,1996.0,Fin,3.0,786.0,TA,TA,Y,0.0,3.8501476017100584,9,2008,WD ,Normal,12,11
